note_id,content,create_time,create_date_time,liked_count,comments_count,shared_count,last_modify_ts,note_url,ip_location,user_id,nickname,gender,profile_url,avatar,source_keyword,source_file,data_type,ad_filter_reason,cleaned_content,is_meaningful,is_duplicate,all_comments,Topic,sentiment,置信度
5298414842807004,甜亿点～还能再甜亿点～这个520，不妨给彼此多加一点包容和勇气，多加一点惊喜和默契，给甜甜的恋爱再加一点甜，让爱直接甜出新高度！和阿尔卑斯一起，表白每一刻心动，不负每一份浓情。#520# #给爱加点甜# 阿尔卑斯-Alpenliebe的微博视频 ,1778752801,2026-05-14 10:00:01+08:00,1220,951,55,1779278914385,https://m.weibo.cn/detail/5298414842807004,上海,2129365744,阿尔卑斯-Alpenliebe,f,https://m.weibo.cn/u/2129365744?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.294.294.180/7eeb8af0ly8id3o2ql0vij20860860sp.jpg?KID=imgbed,tva&Expires=1779289699&ssig=qG48j4uNnZ",金莎孙丞潇婚纱照,search_contents_2026-05-20.csv,search_post,,甜亿点还能再甜亿点这个520不妨给彼此多加一点包容和勇气多加一点惊喜和默契给甜甜的恋爱再加一点甜让爱直接甜出新高度和阿尔卑斯一起表白每一刻心动不负每一份浓情  阿尔卑斯Alpenliebe的微博视频 ,True,False,长亭外古道边芳草碧连天晚风拂柳笛声残夕阳山外山cp || 快来领520红包网页链接,0,积极,0.9815390706062316
5300709157242937,身着洁白西装，赴巴厘岛一场盛夏之约 天气湿热，满心却是滚烫欢喜 爱意不限朝夕，此为我与爱人首组婚纱照 幸得@金莎 予我人间浪漫 我的新娘，永远是最美✨#莎丞抱#,1779299808,2026-05-20 17:56:48+08:00,1151,92,121,1779278914401,https://m.weibo.cn/detail/5300709157242937,广东,7715964819,孙丞潇,m,https://m.weibo.cn/u/7715964819?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/008qboVtly8icjaxd5kbsj30u00u0djk.jpg?KID=imgbed,tva&Expires=1779289699&ssig=QOva%2BaSNz8",金莎孙丞潇婚纱照,search_contents_2026-05-20.csv,search_post,,身着洁白西装赴巴厘岛一场盛夏之约 天气湿热满心却是滚烫欢喜 爱意不限朝夕此为我与爱人首组婚纱照 幸得 予我人间浪漫 我的新娘永远是最美,True,False,,0,积极,0.9849435091018676
5300689594486302,520是“我爱你”，也是从冰岛到巴厘岛、从求婚到婚纱这段路最温暖的注脚。比起“一见钟情”@金莎 @孙丞潇 的感情，更像一种缓慢生长的确认。真正动心的，并不是某一个轰轰烈烈的瞬间，而是相处中那些极其细微的日常。#金莎孙丞潇520婚纱照# #金莎孙丞潇婚纱封面#出品人：@冷冷美好生活 监制｜策划：@嘉熙Jeffrey,1779295144,2026-05-20 16:39:04+08:00,237,38,24,1779278914409,https://m.weibo.cn/detail/5300689594486302,,1678808364,时尚新娘官方,f,https://m.weibo.cn/u/1678808364?luicode=20000061&lfid=5300689594486302&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.3.17.182.182.180/6410952cly8gxtv2ye4lvj205k05kjrc.jpg?KID=imgbed,tva&Expires=1779289699&ssig=6UHYNE24Ex",金莎孙丞潇婚纱照,search_contents_2026-05-20.csv,search_post,,520是我爱你也是从冰岛到巴厘岛从求婚到婚纱这段路最温暖的注脚比起一见钟情  的感情更像一种缓慢生长的确认真正动心的并不是某一个轰轰烈烈的瞬间而是相处中那些极其细微的日常 出品人 监制策划,True,False,属于你们的独家浪漫 || 平凡的日常就是幸福的 || 520这天两个人请狠狠幸福,0,积极,0.9171158075332642
5298511600157402,#金莎孙丞潇快在评论区亲上了#看得出来孙丞潇很爱金莎。毕竟睛神是不会骗人的！看看金莎和孙丞潇的婚纱照，男方看女方的眼神里透着无限的温柔和喜爱之情。这就是情人睛里出西施，虽然金莎比孙丞潇大一些，但是两个人站在一起真的看不出来年龄差，而且孙丞潇和金莎站在一起就是最萌身高差，妥妥的郎才女貌。,1778775870,2026-05-14 16:24:30+08:00,181,20,3,1779278914419,https://m.weibo.cn/detail/5298511600157402,江苏,7805293050,渉愛,f,https://m.weibo.cn/u/7805293050?luicode=20000061&lfid=5298511600157402&launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/008wedholy8id7vrwgxq3j30u00u0tcy.jpg?KID=imgbed,tva&Expires=1779289703&ssig=ssFO02pjXT",金莎孙丞潇婚纱照,search_contents_2026-05-20.csv,search_post,,看得出来孙丞潇很爱金莎毕竟睛神是不会骗人的看看金莎和孙丞潇的婚纱照男方看女方的眼神里透着无限的温柔和喜爱之情这就是情人睛里出西施虽然金莎比孙丞潇大一些但是两个人站在一起真的看不出来年龄差而且孙丞潇和金莎站在一起就是最萌身高差妥妥的郎才女貌,True,False,你喜欢他们俩吗 || 哈哈哈找弟弟这么幸福啊 || 一直不看好姐弟恋 没想到他俩挺幸福的,0,积极,0.962914764881134
5300714173631648,金莎孙丞潇甜到齁啦！金莎孙丞潇婚纱照拍得真好，必定是孙丞潇指导的。这弟弟太会了，哪个姐姐不喜欢啊~ #金莎孙丞潇婚纱照##微博二创视频创作季# 柿柿不炒蛋的微博视频 ,1779301004,2026-05-20 18:16:44+08:00,626,39,34,1779278914424,https://m.weibo.cn/detail/5300714173631648,安徽,5708654517,柿柿不炒蛋,f,https://m.weibo.cn/u/5708654517?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.600.600.180/006ekVORly8iasg8m4cfwj30go0go403.jpg?KID=imgbed,tva&Expires=1779289699&ssig=aitw%2BQqf11",金莎孙丞潇婚纱照,search_contents_2026-05-20.csv,search_post,,金莎孙丞潇甜到齁啦金莎孙丞潇婚纱照拍得真好必定是孙丞潇指导的这弟弟太会了哪个姐姐不喜欢啊  柿柿不炒蛋的微博视频 ,True,False,这糖我嗑了两人默契满分甜度超标了 || 两个人真的挺恩爱的 || 这弟弟也太会拍了姐姐幸福啊,0,积极,0.9616016745567322
5300724537755894,金莎孙丞潇婚纱照金莎孙丞潇从雪山告白到巴厘岛婚纱，相差19岁双向奔赴，把爱情过成满分答卷，如今甜到骨子里，大概这就是爱情最好的模样！ perfect__a的微博视频 ,1779303475,2026-05-20 18:57:55+08:00,137,42,0,1779278914436,https://m.weibo.cn/detail/5300724537755894,陕西,2665784027,perfect__a,f,https://m.weibo.cn/u/2665784027?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.720.720.180/9ee4a2dbly8ia39404la3j20k00k00tp.jpg?KID=imgbed,tva&Expires=1779289699&ssig=bwwFDK%2FA4n",金莎孙丞潇婚纱照,search_contents_2026-05-20.csv,search_post,,金莎孙丞潇婚纱照金莎孙丞潇从雪山告白到巴厘岛婚纱相差19岁双向奔赴把爱情过成满分答卷如今甜到骨子里大概这就是爱情最好的模样 perfect__a的微博视频 ,True,False,一直幸福下去啊 || 两个人真的很甜啊 || 他俩挺般配的,0,积极,0.9821229577064514
5300730936169371,居然是be。。。“经过了四个月的相处我们还是决定做朋友”#喜笑颜凯be##颜颜凯凯决定做朋友# 会火的微博视频  ,1779305001,2026-05-20 19:23:21+08:00,3604,163,337,1779278973872,https://m.weibo.cn/detail/5300730936169371,湖南,3725773862,会火,m,https://m.weibo.cn/u/3725773862?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/00448XYOly8hr3sojtj9ej60u00u0aau02.jpg?KID=imgbed,tva&Expires=1779289769&ssig=cbtxCThf%2Be",颜凯be,search_contents_2026-05-20.csv,search_post,,居然是be经过了四个月的相处我们还是决定做朋友 会火的微博视频  ,True,False,感觉颜的表情好尴尬啊 || 男的前女友不都锤他了吗,0,积极,0.5861740708351135
5300286352523745,#颜凯#颜凯不会真的要be吧？恋综让人仰卧起坐的cp有he过吗？5.15那天就觉得有点奇怪，而且颜凯之间的状态有时候真的很训跟班的感觉，但颜又说凯喜欢打压式教育，不管了希望he吧… ,1779199003,2026-05-19 13:56:43+08:00,721,49,2,1779278973878,https://m.weibo.cn/detail/5300286352523745,浙江,6378160135,综艺崽崽酱,m,https://m.weibo.cn/u/6378160135?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1002.1002.180/006XE6Ozly8gyk9t9yil2j30ru0ru0wm.jpg?KID=imgbed,tva&Expires=1779289769&ssig=VR7KpSlO9K",颜凯be,search_contents_2026-05-20.csv,search_post,,颜凯不会真的要be吧恋综让人仰卧起坐的cp有he过吗515那天就觉得有点奇怪而且颜凯之间的状态有时候真的很训跟班的感觉但颜又说凯喜欢打压式教育不管了希望he吧 ,True,False,颜凯好甜希望一直走下去 || 不要啊很看好的 || 希望能有一个好结果吧,0,消极,0.7716389298439026
5300728849767934,喜笑颜凯 be了不知道算不算be，刚刚直播说了，以朋友的关系相处 ,1779304503,2026-05-20 19:15:03+08:00,350,39,1,1779278973883,https://m.weibo.cn/detail/5300728849767934,广西,6364268196,螺蛳粉加辣v,f,https://m.weibo.cn/u/6364268196?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006WHOT2ly8i6y50dca6xj30u00u076c.jpg?KID=imgbed,tva&Expires=1779289769&ssig=gEw3gt5thT",颜凯be,search_contents_2026-05-20.csv,search_post,,喜笑颜凯 be了不知道算不算be刚刚直播说了以朋友的关系相处 ,True,False,在哪里直播呀 || 这个直播是今天的吗 || 还有可能不还有可能他们在骗我们有没有可能,0,中性,0.7490845918655396
5300730329040115,喜笑颜凯be “这段关系是凯决定的”“怎么先炽热的却先变冷了 慢热的人却停不了还在沸腾着”李嘉凯真的是来恋综演戏来的 #颜颜凯凯没在一起# #颜凯be# 恰饭而已的微博视频  ,1779304856,2026-05-20 19:20:56+08:00,131,10,2,1779278973888,https://m.weibo.cn/detail/5300730329040115,福建,5127726727,恰饭而已,f,https://m.weibo.cn/u/5127726727?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.480.480.180/005B1pXNly8i01r5tdai3j30dc0dcjrj.jpg?KID=imgbed,tva&Expires=1779289769&ssig=SEXEja9dwB",颜凯be,search_contents_2026-05-20.csv,search_post,,喜笑颜凯be 这段关系是凯决定的怎么先炽热的却先变冷了 慢热的人却停不了还在沸腾着李嘉凯真的是来恋综演戏来的   恰饭而已的微博视频  ,True,False,这剧情编剧是懂拿捏的 || 这首歌词很贴切 || 全世界第一会演的人 恶心到我了 || 这男的瓜特别多没在一起才对颜好,0,消极,0.8155834078788757
5300732662121525,自从彭高跟翁清雅节目里那么甜结果却be我就再也不会相信任何我看好的cp了 颜凯be也是意料之中 ,1779305412,2026-05-20 19:30:12+08:00,52,20,0,1779278973893,https://m.weibo.cn/detail/5300732662121525,浙江,7910575178,女巧一,m,https://m.weibo.cn/u/7910575178?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/008DlXYely8idba0acd1wj30u00u0jtf.jpg?KID=imgbed,tva&Expires=1779289769&ssig=gX2vECj10j",颜凯be,search_contents_2026-05-20.csv,search_post,,自从彭高跟翁清雅节目里那么甜结果却be我就再也不会相信任何我看好的cp了 颜凯be也是意料之中 ,True,False,我当时很磕 || 这是什么 综艺吗我没看过 || 不是说在一起了吗,0,积极,0.5304261445999146
5300742496720917,#颜凯be##颜颜凯凯没在一起#恋综大热CP颜颜凯凯最终定调！5月20日官方多方证实，张笑颜与李嘉凯确定维持纯粹好友关系，不会更进一步发展恋人关系，瞬间在全网掀起巨大舆论风波。不少知情网友纷纷站出来力挺张笑颜，直言女生全程清醒又通透，实在不该被无端指责。众所周知张笑颜本就是慢热内敛、对待感情极度谨慎的性格，骨子里自带防备感，对待亲密关系向来宁缺毋滥，从不会因为节目热度、粉丝期待就仓促将就一段感情。节目里流露的好感皆是真心实意，线下互动也坦荡大方，自始至终都没有刻意制造暧昧氛围炒作热度，更不存在吊着对方博取流量的行为。面对全网催恋的巨大舆论压力，她依旧坚持遵从自己内心想法，不被外界声音裹挟，不迎合大众期待，这份独立自持的态度格外圈好感。感情之事本就强求不来，心动不假，犹豫亦是真心，止步于朋友也是两人共同商议后的慎重决定。希望大家多给予女生尊重与包容，别用刻板眼光随意评判她的情感选择，也别把未圆满的遗憾全都归咎于她身上。颜颜凯凯没在一起 Ustinian闻·的微博视频 颜凯be,1779307757,2026-05-20 20:09:17+08:00,0,0,0,1779278973899,https://m.weibo.cn/detail/5300742496720917,安徽,5403096194,俞舟同渡_Crossing,m,https://m.weibo.cn/u/5403096194?luicode=20000061&lfid=5300742496720917&launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/005TEQ8Oly8icc6hlq26aj30u00u041i.jpg?KID=imgbed,tva&Expires=1779289769&ssig=Ma5Upnaj6q",颜凯be,search_contents_2026-05-20.csv,search_post,,恋综大热CP颜颜凯凯最终定调5月20日官方多方证实张笑颜与李嘉凯确定维持纯粹好友关系不会更进一步发展恋人关系瞬间在全网掀起巨大舆论风波不少知情网友纷纷站出来力挺张笑颜直言女生全程清醒又通透实在不该被无端指责众所周知张笑颜本就是慢热内敛对待感情极度谨慎的性格骨子里自带防备感对待亲密关系向来宁缺毋滥从不会因为节目热度粉丝期待就仓促将就一段感情节目里流露的好感皆是真心实意线下互动也坦荡大方自始至终都没有刻意制造暧昧氛围炒作热度更不存在吊着对方博取流量的行为面对全网催恋的巨大舆论压力她依旧坚持遵从自己内心想法不被外界声音裹挟不迎合大众期待这份独立自持的态度格外圈好感感情之事本就强求不来心动不假犹豫亦是真心止步于朋友也是两人共同商议后的慎重决定希望大家多给予女生尊重与包容别用刻板眼光随意评判她的情感选择也别把未圆满的遗憾全都归咎于她身上颜颜凯凯没在一起 Ustinian闻的微博视频 颜凯be,True,False,,0,积极,0.9163346886634828
5300742476795688,#颜凯be#他俩说实话真的不合适 性格各方面 ,1779307752,2026-05-20 20:09:12+08:00,0,0,0,1779278973905,https://m.weibo.cn/detail/5300742476795688,福建,6539012955,香草拿铁拿不住铁c_来财版1,f,https://m.weibo.cn/u/6539012955?launchid=10000360-page_H5,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/0078x1YTly8i90bu4f6u6j30u00u0wfc.jpg?KID=imgbed,tva&Expires=1779289769&ssig=3yDr24ZLFg",颜凯be,search_contents_2026-05-20.csv,search_post,,他俩说实话真的不合适 性格各方面 ,True,False,,0,消极,0.7260140776634216
5300742467624442,#颜凯be#我还以为节目我看漏了呢 先追的人怎么还拒绝上了 此男的爱来得快去得也蛮快哈 ,1779307750,2026-05-20 20:09:10+08:00,1,0,0,1779278973910,https://m.weibo.cn/detail/5300742467624442,重庆,6498203623,日历折角-,f,https://m.weibo.cn/u/6498203623?launchid=10000360-page_H5,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0075LNBRly8icl67cclzyj30u00u0dkz.jpg?KID=imgbed,tva&Expires=1779289769&ssig=qg8CjLTNKi",颜凯be,search_contents_2026-05-20.csv,search_post,,我还以为节目我看漏了呢 先追的人怎么还拒绝上了 此男的爱来得快去得也蛮快哈 ,True,False,气死了ljk和他的梦女们锁死吧,0,消极,0.7435293197631836
5300622678298812,【#中俄元首检阅解放军仪仗队#】5月20日上午，国家主席习近平在北京人民大会堂东门外广场为来华进行国事访问的俄罗斯总统普京举行欢迎仪式。#普京访华欢迎仪式上的中国排面#（央视时政） 人民日报的微博视频 ,1779279190,2026-05-20 12:13:10+08:00,6778,313,564,1779279067347,https://m.weibo.cn/detail/5300622678298812,,2803301701,人民日报,m,https://m.weibo.cn/u/2803301701?launchid=10000360-page_H5,"https://tvax4.sinaimg.cn/crop.0.0.1018.1018.180/0033ImPzly8h8vgemh8kxj60sa0sadgw02.jpg?KID=imgbed,tva&Expires=1779289849&ssig=hQUkd%2F1xnC",普京访华欢迎仪式上的中国排面,search_contents_2026-05-20.csv,search_post,白名单账号,5月20日上午国家主席习近平在北京人民大会堂东门外广场为来华进行国事访问的俄罗斯总统普京举行欢迎仪式央视时政 人民日报的微博视频 ,True,False,希望我们能够互惠互利 || 仪仗队真的太帅了,1,中性,0.8088217377662659
5300601417371311,火爆全网的一幕再现！俄媒盛赞中国军人身姿挺拔、站如松柏#普京访华欢迎仪式上的中国排面#         大公文匯網的微博视频  ,1779274121,2026-05-20 10:48:41+08:00,1197,30,46,1779279067355,https://m.weibo.cn/detail/5300601417371311,,7476748260,大公文匯網,m,https://m.weibo.cn/u/7476748260?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.600.600.180/0089ZFLSly8i7vuiwez97j30go0gojt7.jpg?KID=imgbed,tva&Expires=1779289849&ssig=c6gVQqmXo5",普京访华欢迎仪式上的中国排面,search_contents_2026-05-20.csv,search_post,,火爆全网的一幕再现俄媒盛赞中国军人身姿挺拔站如松柏         大公文匯網的微博视频  ,True,False,,1,积极,0.9255672097206116
5300605893739810,【现场画面：#普京欢迎仪式前解放军仪仗队准备就位#】5月20日上午，RT驻华记者@俄罗斯阿丽娜 从现场发回的视频显示，俄罗斯总统普京的访华欢迎仪式即将开始，中国人民解放军仪仗队正在做最后的彩排准备工作，一旁手持鲜花和国旗的中国青少年也已经就位。#普京访华欢迎仪式上的中国排面# 今日俄罗斯RT的微博视频  ,1779275188,2026-05-20 11:06:28+08:00,130,9,6,1779279067366,https://m.weibo.cn/detail/5300605893739810,,6244553417,今日俄罗斯RT,m,https://m.weibo.cn/u/6244553417?launchid=10000360-page_H5,"https://tvax2.sinaimg.cn/crop.0.0.600.600.180/006OBvBvly8id2elooulrj30go0goglu.jpg?KID=imgbed,tva&Expires=1779289849&ssig=cB1WGrcy%2Fi",普京访华欢迎仪式上的中国排面,search_contents_2026-05-20.csv,search_post,,现场画面5月20日上午RT驻华记者 从现场发回的视频显示俄罗斯总统普京的访华欢迎仪式即将开始中国人民解放军仪仗队正在做最后的彩排准备工作一旁手持鲜花和国旗的中国青少年也已经就位 今日俄罗斯RT的微博视频  ,True,False,欢迎欢迎热烈欢迎 || 为我们伟大的祖国,1,中性,0.7402631044387817
