text,label,置信度
与乔青羽一起蜕变成长，传递温暖,0,0.9788676500320435
焕羽青春收藏卡陪你细数心跳，每一拍都是心动。集卡活动已开启，快来领取属于你的专属小卡焕羽,0,0.9631596207618713
谎言就是谎言，走你！焕羽,1,0.8452112674713135
一往青盛心动升温趴这个夏天，和乔青羽一起共享心跳吧焕羽张婧仪的微博直播,0,0.9738767147064209
调查计划绝密版已发送焕羽,2,0.9052109718322754
乔青羽的青春心事，今天说给你们听焕羽,0,0.5779076218605042
焕羽新浪扫楼和乔青羽开启今日浪漫约会吧微博发布汇焕羽张婧仪的微博直播,0,0.9236232042312622
焕羽开播今日主线任务：让颠倒黑白的人，付出代价！焕羽,1,0.4656878113746643
焕羽新浪扫楼明天11:0012:00，乔青羽的浪漫约会日，欢迎各位来赴约焕羽微博发布汇,0,0.9106767773628235
明盛，你会陪我一起找到真相吗？焕羽,0,0.539725124835968
小红小绿小黄,2,0.7321386337280273
焕羽定档雨中的等待，迎来更勇敢的自己。焕羽,0,0.9794435501098633
焕羽定档焕羽定档全员晒青春照属于乔青羽的青春瞬间。焕羽,0,0.9372304677963257
焕羽定档成为自己，比什么都重要！6月19日，一起追寻真相。焕羽,0,0.971261203289032
谢谢你们谢谢香暗荼谢谢每一个参与其中的大家枕楼常在藏海传,0,0.9768409729003906
明香暗荼藏海传,2,0.8043711185455322
vvvvvvvvacation,2,0.6675571799278259
热热热汗汗汗浪浪浪，呼吸一下VOGUE海边假日VogueVacation三亚三亚艾迪逊酒店,0,0.9079287648200989
藏海传央视收官香暗荼已经走向自由，枕楼于今日起正式休业！感谢各位对香老板的支持藏海传,0,0.9379867911338806
张婧仪张婧怡谢谢谢谢谢谢，我叫张婧仪，张婧仪张婧仪张婧仪！打个广告，记得今晚继续看藏海传，香暗荼不是香暗茶哦,0,0.833085298538208
为了适应海边，已提前岛上练习暴晒暴汗四天。练完就跟着VOGUE去度假了VOGUE海边假日VogueVacation,2,0.7323277592658997
鲨了么又一单完成可是这次香暗荼失去致命一血，再也无法跟母亲一起回冬夏了藏海传枕楼仪日荼鉴张婧仪的微博视频,1,0.7590380907058716
端午安康心动礼遇季又是一年端午至，愿大家的下半年的好运接粽而来张婧仪的红包,0,0.9813180565834045
植物园下大雨,2,0.7529160380363464
不藏了，这就是我的另一个身份！但我怎么就成第三人了藏海传,1,0.7929313778877258
很开心成为品牌代言人！每一次经历皆为加冕，而你的皇冠，由自己定义这场关于热爱与蜕变的旅程，有凸凸棉无感PRO的温柔守护！期待和一起，解锁更多无感蜕变婧享热爱的闪耀时刻！张婧仪凸凸棉品牌代言人凸凸棉的微博视频,0,0.9825292825698853
首单完成请注意查收藏海传,2,0.9259670972824097
为梦想勇敢冲刺吧，请相信热爱和努力会开花结果。高考加油电影独一无二为每个独一无二的你高考加油,0,0.9867430925369263
香暗荼枕楼不营业的日常藏海传优酷热度破10100藏海传枕楼仪日荼鉴,0,0.5064705014228821
每个人的17岁都是独一无二的音符，那些藏在万语千言里的梦想和爱，我听见，我想你也都了解。电影独一无二唱出了每个人的17岁,0,0.9763606786727905
藏海传好久没有聚齐的大家呀！匆匆一见也开心,0,0.971184253692627
重活一世，技能点满这一次，香暗荼要自己掌控自己的命藏海传枕楼仪日荼鉴张婧仪的微博视频,0,0.7669311761856079
藏海传开播山河飘渺，迷径逢生。险中求胜，力破诡局。今晚19:30，香暗荼藏海传见！,0,0.9745197892189026
被爱着，去冒险的喻延，今天终于要和大家见面了。小店、隧道、日出、深海、烟花、音符......构成了属于喻延的那个独一无二的夏天。电影独一无二,0,0.9747712016105652
在仅此一次的人生里，我要做独一无二的自己。电影独一无二今日上映独一无二阵容感觉抱过我,0,0.9822885990142822
每一次打开衣橱的时刻，也是在开启新一天的生活让每一次质的选择都成为开启悦享生活的优雅仪式很高兴有机会LiveinPEACEBIRD质启人生衣橱和我一起来现场解锁衣橱灵感，沉浸式体验多面人生吧网页链接太平鸟悦享品质时尚太平鸟上海外滩快闪太平鸟质启人生衣橱,0,0.9758715033531189
张婧仪的微博直播,2,0.622787594795227
野狗头阵容官宣守候命运相交，我所念，与爱相拥。幸相见，我是苗靖！野狗头,0,0.9843868613243103
如果你问我世界上什么是独一无二的？我的答案是，独一无二的我，和独一无二的我的家。电影独一无二终极预告电影独一无二片名的意义,0,0.7764579653739929
藏海传官宣定档0518隐迹，立身，周旋。藏海传,2,0.6643527150154114
汶川大地震17周年缅怀同胞，致敬新生，祝福汶川！5月12日14时28分,0,0.9514586925506592
很久以后你会发现，妈妈一直都是世界上最懂你的人。和妈妈的deeptalk,0,0.9678686857223511
原来家里没装监控是因为有来福！果然什么事都瞒不了狗Pro电影独一无二特辑真正的狗pro,0,0.7647726535797119
我正在与连麦，快来围观,0,0.45977890491485596
夏天，武汉，喻延等着和你们见面电影独一无二,0,0.9745144844055176
张婧仪五城十校探校VLOG最后一站天津喻延探校之旅结束五一见！电影独一无二张婧仪的微博视频,0,0.9444329142570496
今日喻延高能量的一天从和家人去新浪串门开始独一无二高能量一家人的一天微博发布汇电影独一无二张婧仪的微博直播,0,0.9801713228225708
明天下午欢迎来微博看独一无二高能量一家人的一天！GOGOGO微博发布汇电影独一无二,0,0.9872940182685852
张婧仪五城十校探校VLOG第四站郑州！喻延有爸爸妈妈和哥哥撑腰了电影独一无二张婧仪的微博视频,0,0.9725087881088257
张婧仪五城十校探校VLOG第三站南京！希望每一个看电影的你都会有Lucky相伴！电影独一无二张婧仪的微博视频,0,0.9841361045837402
在静默中生长，于歌声中绽放。听一万种声音，只成为独一无二的自己。共筑电影梦，激扬时代情。4月27日，青岛见！第二十届中国电影华表奖,0,0.981319785118103
第二站长沙！已打入合唱团内部了电影独一无二张婧仪的微博视频,0,0.9305230975151062
有时候我想描摹声音的形状，却发现它是生活和爱的模样。电影独一无二连发三支MV,0,0.9105122685432434
张婧仪五城十校探校VLOG替喻延骑车逛过了首站成都电影独一无二张婧仪的微博视频,0,0.8941642045974731
我们在一起的日子，是属于喻延的美好夏天。独一无二一家四口不像演的,0,0.985296905040741
共赴独一无二的光影盛会北京国际电影节电影独一无二,0,0.9668707251548767
当我发现，自己有了想做的事情后，我应该为自己而活吗？电影独一无二全家福电影独一无二预售开启,0,0.8900865316390991
我有三个很好的朋友，他们是我的爸爸老喻妈妈周琳哥哥喻周电影独一无二独家日记vlog预告电影独一无二预售开启,0,0.9166187644004822
软而轻，柔而韧一抹轻盈亦能抵抗烈阳与我一起感知时装防晒新体验点击网页链接自在感受夏日光芒太平鸟将防晒概念巧妙融入每一件单品在多元场景悦享品质时尚太平鸟柔光系列太平鸟时装防晒太平鸟女装品牌代言人张婧仪张婧仪的微博视频,0,0.9455686807632446
再次回到武汉，来打卡新地标！,0,0.9646432399749756
电影独一无二吵架好费手如果你问手语吵架吵出军体拳效果是怎样一种体验？那么请看,1,0.7530766129493713
巴塞罗那的好天气,0,0.9454787373542786
清明节追思怀远，致敬先烈。家国永念,0,0.9465327858924866
惜花芷一周年啦！感谢大家喜欢花芷,0,0.9793993234634399
如果说我是家里唯一的依靠，那我又能依靠谁呢？电影独一无二女儿的困境特辑,2,0.6083192229270935
今天是个好日子,0,0.9807417988777161
梦花廷今日片场小记缇兰，向前跑吧,0,0.9344969391822815
梦花廷杀青特辑天命为笼，枕梦预世，缇兰紫簪今日暂别，花开待启。梦花廷杀青梦花廷,0,0.8337463736534119
到了可以爬山的季节啦,0,0.5864917635917664
一起来看韩以京白日梦与她今日开播白日梦与她,0,0.8941067457199097
这就是中国精神奋进十五五主题短片中国精神什么是中国精神？这就是以爱国主义为核心的民族精神，以改革创新为核心的时代精神。时间属于奋进者！历史属于奋进者！跟随习近平总书记的原声，弘扬中国精神，奋进十五五、续写新篇章，我们一起加油！奋进中国人民日报的微博视频,0,0.9779242873191833
江山如画提笔绘山河这首提笔唱出江山如画我提笔山河入画诗千行，人间变模样，征途万里，锦绣又一章。2026年全国两会即将召开之际，推出江山如画系列视频第二期提笔。何以江山如画？因为一代代人以初心为笔、以奋斗为墨，写就岁月华章。人民日报的微博视频,0,0.9703043103218079
中国驻迪拜总领馆发布特别提醒驻迪拜总领馆专人跟踪特别紧急求助案近期，中东地区安全形势复杂演变，受阿联酋领空临时关闭影响，来迪拜或转机过境的中国公民行程受阻滞留。中国驻迪拜总领馆第一时间启动领事保护应急响应机制，全力保障在阿中国公民生命财产安全，尚未收到中国公民在此次局势变化中出现伤亡的报告。为确保广大中国同胞安全顺利出行，中国驻迪拜总领馆特别提醒:一、保持镇定和耐心，科学应对安全风险。目前阿方政府已采取一系列应对措施维护社会安全稳定秩序，总体局势可控。请大家务必保持镇定，第一时间按照当地政府、应急部门等机构的信息指引，优先选择就地安置，减少非必要出行和跨区域流动。密切关注使领馆领事提醒，不信谣、不传谣，如遇紧急情况，请在确保自身安全的前提下第一时间报警，并联系中国驻迪拜总领馆寻求协助。二、关注航班动态，合理规划行程。鉴于当前机场有限恢复运营，务必提前查询航班信息，关注航空公司、机场官方通知并及时联系航空公司获取航班最新动态，特别是确认所乘航班是否复飞、航站楼位置等关键信息，根据航班变化情况安排好个人行程。尚未购票、未确认改签成功或航班状态仍不确定的旅客，请勿贸然前往机场，避免造成人员聚集等安全风险和不必要的经济损失。三、连日来，我馆已收到大量滞留中国旅客的求助和报备信息，针对特别紧急的求助案件我馆已安排专人跟踪处理。请尚未报备个人信息的滞留旅客尽快通过中国领事APP或小程序进行海外公民信息登记，以便我馆更精准地提供协助。在此期间，广大旅阿侨胞、各华侨华人社团、中资企业机构始终坚持守望相助，自发成立多支应急联络小组，在信息共享、物资互助、困难协调等方面协助开展了大量卓有成效的工作，为共同应对当前局势打下了坚实基础。希望大家继续团结一心、共克时艰，总领馆永远是所有在阿中国公民的坚强后盾。祝领区广大侨胞元宵节平安快乐！阿联酋当地报警电话：999紧急、901非紧急急救电话：998火警电话：997中国驻迪拜总领馆迪拜及北部酋长国领区领保值班电话：0097143947588中国外交部全球领保服务应急呼叫中心24小时热线00861012308、00861065612308中国驻迪拜总领馆证件咨询电话：0097143952208，邮箱：zhengjiandb,2,0.78489750623703
"人民锐评：全国一张网布局提速彰显中国底气能源如一国发展之血液，能源基础设施是输送血液的血管。我国天然气全国一张网布局提速中国主干天然气管网总里程超6万公里近日，我国三条主干天然气管道苏皖豫干线、文23安庆天然气管道、山东管网北干线一期同步开工，标志着天然气全国一张网布局提速。血管越密越畅，发展活力越旺越足。今日中国，主干天然气管网总里程超6万公里，一条条特高压大动脉跨越山海实现电能毫秒级闪送韧性从不是一个空洞的概念，就体现在这些实打实的硬核实力上。天然气全国一张网，彰显全国一盘棋，体现能源安全保障的坚实有力。在全球能源供需格局更加不确定、难预料背景下，中国始终致力新型能源体系建设，显著提升管网密度和联通水平，有效降低全社会用能成本，同样是保障能源安全、掌握大国博弈主动的战略选择。回看中国清洁能源发展历程，两个超越具有象征性意义。一个是，风电光伏累计装机2024年首次超过煤电，建成了世界上最大的清洁电力供应体系。另一个是目前全国公共充电站总量超30万座，是加油站的三倍，建成了全球最大的电动汽车充电网络。这是先行一步的跨越，也是持续深耕的积累。今天，中国清洁能源已经覆盖从发电、输电到用电全产业链，正在以规模化、体系化优势构筑未来能源基础设施的生产力工具，推动可再生能源成为最有竞争力的普惠能源。国际可再生能源署数据显示，近年来全球风电和光伏发电项目平均度电成本大幅下降，很大程度上归功于中国贡献。能源转型的战略远见，靠的是全国一盘棋下的大局观与执行力，归根结底是中国特色社会主义制度优势。纽约时报曾发文反思：为何中国电子产品巨头小米短短三年内成功推出了首款电动汽车，而科技巨头苹果在探索十年后却于2024年宣布放弃造车计划？去年6月有媒体报道称，英国政府宣布，英国第二条高速铁路HS2施工将再次延期，预期通车暂时推至2033年。据称这一计划早在2009年就已提出，相关报告及分析人士指出，HS2之所以难产,主要原因在于规划缺乏可行性、管理频出漏洞以及政府政策反复无常。在中国，过去5年建成投产高铁1.2万公里，128个县结束了不通高铁的历史。制度优势是最大的优势，发展能力是最大的能力。把制度优势转化为发展胜势，是中国之所以能的底气。网页链接",0,0.5920323133468628
中方呼吁立即停止军事行动王毅同以色列外长萨尔通电话中共中央政治局委员、外交部长王毅3日应约同以色列外长萨尔通电话。在听取萨尔介绍以方对当前局势的立场后，王毅表示，中方一贯主张通过对话协商解决国际和地区热点问题，各方都应遵守联合国宪章宗旨和原则，不在国际关系中使用或威胁使用武力，这也符合包括以色列在内各方的根本利益。多年来，中方致力于推动伊核问题政治解决，近期的伊美谈判正在取得明显进展，其中也涵盖以方的安全关切，遗憾的是，这一进程已被炮火打断。中方反对以方和美国对伊朗发起军事打击。武力无法真正解决问题，反而会带来新的问题和严重后遗症。军事实力的真正价值不在战场，而在于预防战争。中方呼吁立即停止军事行动，防止战火进一步蔓延失控。中方在中东问题上始终坚持公正立场，我们将继续为推动局势缓和发挥建设性作用。王毅要求以方采取切实措施确保中国人员和机构安全，萨尔表示以方高度重视并将保护好中国人员和机构安全。新华社,2,0.8659085035324097
好有氛围感！元宵来看故宫的月亮今夜奇观共赏，元宵美梦同圆。故宫元宵出图,0,0.9851945042610168
一首我们都在过家家带你回到童年刘宇唱出了孩童时代的纯真江苏卫视元宵晚会，用一首我们都在过家家带观众穿越回无忧的童年；歌声里有孩童时代的纯真，也有成长回望的温柔！戳视频，一起感受人民日报的微博视频,0,0.9766570329666138
祝你好运！月全食长城同框意境拉满今天，元宵节逢月全食。红月亮从长城升起有多震撼？戳视频感受愿平安幸福，岁岁安康。人民日报的微博视频,0,0.9821880459785461
一起看！江苏卫视元宵晚会直播2026江苏卫视ai荔枝元宵晚会今晚20:30播出，集结多元阵容，为你呈现热气腾腾的元宵团圆宴。等陪你一同闹元宵。正在直播元气满满过元宵！江苏卫视元宵晚会人民日报的微博直播,0,0.9702326059341431
期待！这趟开往春天的列车已发车重庆背篓专线让田间蔬菜走进城市烟火多赚点钱，给外孙女包个大红包。在重庆轨道交通4号线背篓专线上，这是菜农张阿姨最朴实的愿望。背篓虽小，装下的是一家人的生计；列车飞驰，承载着老百姓对美好生活的向往。全国两会召开在即，跟随欣视角，搭乘这趟开往春天的列车，共同关注这些带着泥土芬芳的民生期盼！戳视频人民日报记者王欣悦网页链接人民日报的微博视频,0,0.9412655234336853
正在直播：内蒙古广播电视台元宵喜乐会内蒙古元宵晚会也太会玩了2026年内蒙古广播电视台元宵喜乐会天马行空任宵遥今晚播出。元宵喜乐会通过文化旅游科技的深度融合，以天马行空任宵遥为核心主题，采用内景外景结合模式，以乌拉盖的雪原林海为幕、以自然风光为景，一起感受震撼的视觉体验人民日报的微博直播,0,0.9531193375587463
愿诸事圆满！直播赏元宵节红月亮今天，元宵节逢月全食。为你带来全国多地直播，与你共赏此次壮观天象。今天记得抬头看红月亮人民日报的微博直播,0,0.9770395159721375
收好！月全食观赏指南今天记得抬头看红月亮元宵节我国大部地区都有利于赏月北方大部地区以晴到少云为主，大概率将呈现朗月高悬或彩云追月的景象四川盆地到长江中下游地区主要是高层薄云，有望透过薄云见到月亮在华南地区、西南地区东部和东北的部分地区有阴雨雪天气，可能不利于赏月东部地区月升时刻较早，今晚有机会见证月全食的完整过程中西部地区月升时刻较晚，只能看到带食月出，即月亮升起时月食已经开始。不过，中西部地区虽错过月食初段，仍可欣赏从全食到复圆的精彩详戳元宵节赏月，气象指南请收好,0,0.7321011424064636
祝贺中国女足开门红！2026女足亚洲杯中国队20战胜孟加拉国队中国女足2比0胜孟加拉国女足北京时间3月3日下午，2026亚足联女足亚洲杯小组赛B组首轮在澳大利亚西悉尼体育场进行。卫冕冠军中国队凭借上半场尾声阶段的两粒入球以20击败孟加拉国队，收获开门红。北京时间3月6日下午，中国队将迎战小组赛第二个对手乌兹别克斯坦队。人民日报记者刘硕阳陈晨曦,0,0.8884902000427246
国际原子能机构：伊朗纳坦兹核设施已遭破坏国际原子能机构确认，伊朗纳坦兹核设施近日遭破坏。新华社,2,0.7912323474884033
2026江苏卫视元宵晚会节目单来了江苏卫视元宵晚会直播月映良宵，灯照团圆！江苏卫视元宵晚会节目单已送达！等陪你一同闹元宵。今晚20:30，月圆人圆，好戏即将开场，你最期待谁的舞台？,0,0.9774357676506042
大部分在伊朗中国公民已撤离记者从中国驻伊朗大使馆和伊朗华侨华人联合会处得知，截至发稿前，大部分在伊朗的中国公民已陆续撤离。考虑到伊朗安全形势愈发严峻复杂，中国驻伊朗大使馆和伊朗华侨华人联合会驻地周边已多次发生爆炸，伊朗华侨华人联合会撤离工作临时小组预计将于3月3日当天完成最后撤离。后续撤离工作将继续在中国驻伊朗大使馆的全面安排下，根据实际情况酌情开展。人民日报记者赵益普网页链接,2,0.8265224099159241
车流高峰大家纷纷让出生命通道车流中的这幕让行好暖心广东肇庆，2月23日年初七，返程高峰车多缓行，交警在巡逻中发现一辆运载危重病人的救护车通行受阻，随即为其开辟生命通道。在警车的开路护航下，救护车一路畅行到医院，为患者争取到宝贵的救治时间。点赞！网页链接人民日报的微博视频,0,0.9589893817901611
我国经济从来都是在披荆斩棘中前行2026全国两会首场发布会：我国经济从来都是在披荆斩棘中一路前行，在风雨洗礼中成长壮大，虽然还面临一些老问题、新挑战，但基础稳、优势多、韧性强、潜能大，长期向好的支撑条件和基本趋势没有变。只要我们坚定信心、用好优势、应对挑战，就一定能不断巩固拓展稳中向好势头，推动我国经济破浪前行、行稳致远。全国两会人民日报的微博视频,0,0.9172719717025757
今年将举办3场委员通道采访大会新闻发言人刘结一介绍，大会将举办3场委员通道采访活动。各委员驻地都设立了采访间，为中外记者朋友采访提供服务。全国政协官网新闻中心将及时发布大会有关安排、主要文件和资料信息，请大家关注。2026全国两会首场发布会全国两会人民日报的微博视频,2,0.8087760806083679
全国政协十四届四次会议议程大会新闻发言人刘结一说，大会的主要议程是：听取和审议全国政协常委会工作报告和提案工作情况的报告；列席十四届全国人大四次会议，听取并讨论政府工作报告以及其他有关报告，讨论国民经济和社会发展第十五个五年规划纲要草案；审议通过全国政协十四届四次会议政治决议、关于常委会工作报告的决议、关于全国政协十四届三次会议以来提案工作情况报告的决议、关于全国政协十四届四次会议提案审查情况的报告。2026全国两会首场发布会人民日报的微博视频,2,0.8535631895065308
全国政协十四届四次会议会期为7天政协会议3月4日开幕11日闭幕大会新闻发言人刘结一介绍，全国政协十四届四次会议将于3月4日下午3时在人民大会堂开幕，3月11日上午闭幕，会期7天。2026全国两会首场发布会人民日报的微博视频,2,0.8475149273872375
共同关注！全国政协十四届四次会议发布会今天下午，全国政协十四届四次会议新闻发布会举行。大会新闻发言人刘结一向中外媒体介绍本次大会有关情况并回答记者提问。正在直播，一起看2026全国两会首场发布会全国两会人民日报的微博直播,0,0.4980759918689728
2026全国两会这些看点值得关注2026年全国两会即将拉开帷幕。今年是十五五开局之年，未来五年是基本实现社会主义现代化夯实基础、全面发力的关键时期。今年全国两会哪些看点值得关注？一起看！,2,0.5344710946083069
2026年元宵晚会节目单来了元宵晚会期待谁的表演？一起看,0,0.6786777377128601
我们的宝藏非遗中国狮舞如何圈粉世界为啥逢年过节要舞狮子舞狮是大众喜闻乐见的民俗活动。当雄浑的鼓点敲响，唤醒狮子，也唤醒人们心中对天地的敬畏、对祥瑞的期盼、对家园的眷恋。随着中华文化的海外传播，舞狮走向世界，受到不同国家和地区人民的欣赏和喜爱。戳视频走进舞狮的历史与当下。网页链接人民日报的微博视频,0,0.9477509260177612
拾光纪2026全国两会为什么格外重要全国两会召开在即，提请审查的十五五规划纲要草案稿将为未来5年擘画蓝图，生态环境法典草案、民生议题等热议频频。开局之年的全国两会备受中外媒体关注，更和你我生活息息相关。人民日报的微博视频,0,0.6754633784294128
转发分享！30秒看外贸万亿省份的进阶路外贸万亿俱乐部扩容了2025年，中国外贸韧性上扬，外贸万亿俱乐部迎来新成员安徽首次跻身外贸万亿省份，成员总数扩至9个。从沿海强省到中部崛起，一幅中国外贸的进阶版图正加速绘就。30秒看9个省市外贸万亿的进阶之路奋进中国人民日报的微博视频,0,0.9216998815536499
